[SYSTEM INSTANCES ENGINE TEST]


Categories [49]
-------------------------------------+--------------------------------------
Category Guid                        | Name
-------------------------------------+--------------------------------------
bfd25178-601a-4c58-9309-2da9e11c70e3 | Alarm configuration
ca50b792-d182-424a-a638-e7de46cd202c | Bookmarks
e35de37d-ba0a-4096-bd8d-77e39cdf85bc | Breakpoints
17416da3-1630-4ab1-b220-0325594825f3 | Browse Project
414200ce-c35b-4217-93a1-2d86f73732b0 | Build
4ebc6691-b26b-4788-97ab-6ef6327744d3 | C Integration
d5742efc-f5e7-4afa-80aa-70f0d0946949 | Cam
f5614d69-b692-4b91-ba8b-f64121dda81c | CFC
0e4fe93e-ceda-46d8-abe8-4cfa20d57ec5 | Clipboard
23226e40-e990-44dc-a09f-0c18732e9f6b | CNC
42645d08-79c8-4c26-8194-d34a74605945 | Composer
ae822353-0192-4008-bef3-8cf9031d41dc | Core Dump
753efa0c-dbb9-4398-ba3a-d87152304d83 | Data Sources
033a8621-611f-4ddb-a98e-6979055a41f1 | Declaration
35b7bdbb-0cde-4d4a-a81b-09a7cb73d0a7 | Device Communication
61aca6d6-f298-47be-972e-99601e7e9410 | Devices
36eeca66-590c-46d1-a8af-354162cbd2ec | Documentation
9a3ac02c-24aa-4a7b-9718-e8f20eda26a0 | FBD/LD/IL
933fd0d8-81ea-4955-b480-24146f7ddd40 | File
d805d57c-8b85-4d83-9437-bcc81c4dfca3 | Find/Replace
82cbba3f-6998-4468-bd65-97e38f6006fa | GVL Commands
ab91ad5b-a221-457b-b0a7-04dec62342cb | Help
1c2e9f16-9d60-4b9b-b468-49a44156482e | Image Pool
5d307819-752a-4ea4-bcac-d96d23491133 | Installation
ad0b4c59-2bdc-4c59-af24-0347972cc4e8 | Library Manager
6d26a0cc-3bfd-4dc8-9df0-7617b5fe4001 | Message View
02abb186-7154-49dd-9b61-6357ac0d60ee | Objects
8ddbe3c7-2966-4ba9-a27b-7db46265241d | Online
76e0174b-ce4e-4c6c-8779-5dcb5e11bdc5 | PAM Developer
a5af936c-aeb4-4467-ad07-a8f333e08490 | Persistent variables
1ad19a5c-cc4a-400a-ba50-29328b8eefb8 | Preferences
21ed0fee-175d-48ac-afb4-18a6b1fd884f | Print
2a491184-c7c5-4794-8e34-f2c1642fca4c | Project Localization
737b5cab-ca01-49b1-b766-1c41d35645df | Recipe commands
9b02afe2-8120-4067-8d26-04a648a1e608 | Redundancy commands
b0461969-9735-498f-b05d-4520385bede5 | Refactoring
4466600d-c2d6-4ac5-9c66-b33d4688adaa | ScriptEngine Commands
9e811437-f3bd-4e49-b879-480f1dfbdf81 | SFC
ef2c3a50-5ba7-4f7d-a0e1-e702df97c610 | Smart Coding
b8586cd8-c056-4b29-98bd-7ccc6ad80521 | Static Analysis
457acee4-2a8f-4ea1-a351-8fa9a7a982d3 | Text Editor
c9d546b1-4e1f-47ac-91a8-da252ae3927a | Text List
935c8124-71b3-4956-ac90-0a9b2624dcb6 | Trace
5b8b9130-d935-4c5b-a7b8-c2c0a10ffd52 | Undo/Redo
ec6d0a8d-67ec-4fe5-bf8a-2e1d83be1847 | User Management
7550cc92-8a35-4635-a6a8-7b1882215928 | View 
a1e02de2-f18a-4ea4-b2dc-56537264bc62 | Visual Commands
9238ba34-691e-47fa-ab85-9fc5919e74f1 | Visualization Manager
f5e1f8e5-8eb7-481a-aa37-562f7bc9c464 | Window


Commands [743]
-------------------------------------+--------------------------------------+------------------------------------------------------------
Category Guid                        | Command Guid                         | Name
35b7bdbb-0cde-4d4a-a81b-09a7cb73d0a7 | a3e5a0d0-32d6-49de-8823-2aec8e7f1a24 | Send echo service...
35b7bdbb-0cde-4d4a-a81b-09a7cb73d0a7 | 3dcff463-8241-4096-9a2c-4447417832e9 | Add configuration setting...
35b7bdbb-0cde-4d4a-a81b-09a7cb73d0a7 | b65bc14d-f685-44c4-8830-c59036ea12e3 | Add sub level interface...
35b7bdbb-0cde-4d4a-a81b-09a7cb73d0a7 | 4ce6d9ee-fa9f-4674-885f-0b095c6ad30c | Add top level interface...
933fd0d8-81ea-4955-b480-24146f7ddd40 | 4581a3ae-8888-4afa-8c65-4db81cb66597 | Project Information...
1c2e9f16-9d60-4b9b-b468-49a44156482e | 19a6b56e-424a-40bf-a954-0e3da6ae917e | Insert Image
61aca6d6-f298-47be-972e-99601e7e9410 | 99c26731-71f6-42cd-8184-434991a5bbc2 | Insert Device...
61aca6d6-f298-47be-972e-99601e7e9410 | b3ffc7be-394a-4e9c-8e85-2fe445849ef6 | Add Device...
61aca6d6-f298-47be-972e-99601e7e9410 | 361c88a2-559e-4893-9fc5-c2fc635dcbc4 | Update Device...
61aca6d6-f298-47be-972e-99601e7e9410 | 3c9bacd6-cc7d-4ae7-90a6-d35fe7685028 | Plug Device...
61aca6d6-f298-47be-972e-99601e7e9410 | 53bb412d-8007-4439-9af9-5708da68aa48 | Disable Device
61aca6d6-f298-47be-972e-99601e7e9410 | e898828e-47a5-4e5c-bc0f-4008ff1999eb | Export mappings to CSV...
61aca6d6-f298-47be-972e-99601e7e9410 | 6aa1fb55-612d-4295-af34-77ffd904fa44 | Import mappings from CSV...
61aca6d6-f298-47be-972e-99601e7e9410 | e4e9aa66-6467-45be-a112-9086f990f4bc | Online Config Mode...
61aca6d6-f298-47be-972e-99601e7e9410 | f34abcf8-4944-41fc-a57e-d9a5efc1d00e | Read PLC parameter file to configuration
61aca6d6-f298-47be-972e-99601e7e9410 | f78aa927-46c8-46a5-8925-776cc25877ff | Export device...
5d307819-752a-4ea4-bcac-d96d23491133 | 90fc44e5-75a1-474f-9385-e829baab7b53 | Visualization Style Repository...
ab91ad5b-a221-457b-b0a7-04dec62342cb | a4c9daaa-eda6-4faf-841c-ec3fc62c9c48 | PSD Product Page
ab91ad5b-a221-457b-b0a7-04dec62342cb | f247deac-4d8a-4ae0-bca0-93f38092cefe | PAC Support Page
ab91ad5b-a221-457b-b0a7-04dec62342cb | b06fdbd6-0197-4c42-b288-9cf1c8e4922b | PSD Support Page
ab91ad5b-a221-457b-b0a7-04dec62342cb | 62340d3f-a6c1-4e77-9d84-30826240eec0 | PAC Online Help
ab91ad5b-a221-457b-b0a7-04dec62342cb | 9235211c-72b2-4b7a-8763-51881ff7b14d | PAC Online FAQ
107b6c5d-22b2-46ea-8932-ea5c5f4080cb | 06f8fa6a-fd4c-4c7e-a3f5-513c191efbcb | Feedback
ef2c3a50-5ba7-4f7d-a0e1-e702df97c610 | 1c74f00c-6a9b-47b9-99be-e74b1d767545 | Input Assistant...
4ebc6691-b26b-4788-97ab-6ef6327744d3 | 3a4e06f2-24eb-46dc-ab48-245ff170eb93 | Open in IDE
4ebc6691-b26b-4788-97ab-6ef6327744d3 | 519feeb1-8958-4a77-81ed-450b3e3f2362 | Create IEC interface
4ebc6691-b26b-4788-97ab-6ef6327744d3 | b10a9cd9-93a0-4a61-86ad-e80a7a7705b5 | Create stub implementation in C
4ebc6691-b26b-4788-97ab-6ef6327744d3 | dc2ce945-6253-4921-9ca6-f74218e6fd40 | Export C sources
4ebc6691-b26b-4788-97ab-6ef6327744d3 | 640243dd-12d4-4ea0-afc7-5ea22287ee52 | Update C sources
ab91ad5b-a221-457b-b0a7-04dec62342cb | 3dc60ccd-b0c3-4dc5-baf2-84aa38da12c9 | Display Usage Analysis Data...
7550cc92-8a35-4635-a6a8-7b1882215928 | ac4e98fe-8ff9-4055-8002-93a451800bac | Messages
6d26a0cc-3bfd-4dc8-9df0-7617b5fe4001 | 15d4c1ab-a1f4-44f4-bb71-a46b8b7355db | Go To Source Position
6d26a0cc-3bfd-4dc8-9df0-7617b5fe4001 | 126cbd4c-05da-4ac8-94e8-8b6f8bff23a7 | Next Message
6d26a0cc-3bfd-4dc8-9df0-7617b5fe4001 | 213cee13-e457-468b-9313-4279fc8e7134 | Previous Message
7550cc92-8a35-4635-a6a8-7b1882215928 | c68c34e5-e785-4a83-8c66-2d1ebc96b6e9 | Show Message View (from status bar)
2a491184-c7c5-4794-8e34-f2c1642fca4c | a8e7e21b-fb2b-41fb-954e-f52a8347971a | Create Localization Template...
2a491184-c7c5-4794-8e34-f2c1642fca4c | 05446ccf-ca2d-4812-8901-12c42b85b7f9 | Localize Project...
2a491184-c7c5-4794-8e34-f2c1642fca4c | d026b784-b5cb-48ff-8df0-7aa7c396b318 | Toggle Localization
2a491184-c7c5-4794-8e34-f2c1642fca4c | 7c7cff1c-730f-4273-8cd2-ff3fe8d1d6c1 | Manage Localizations...
7550cc92-8a35-4635-a6a8-7b1882215928 | 748e63e2-68e6-4364-b7dc-8c09a4891a15 | Properties...
7550cc92-8a35-4635-a6a8-7b1882215928 | d156c692-3203-40a4-958b-fe14bd80edad | Full Screen
1ad19a5c-cc4a-400a-ba50-29328b8eefb8 | 3e80809e-1bbe-4f49-8667-74991e16fe82 | Options...
1ad19a5c-cc4a-400a-ba50-29328b8eefb8 | 98f9e1bd-125f-4590-96a9-24150e53c5bf | Customize...
ab91ad5b-a221-457b-b0a7-04dec62342cb | ec181567-c559-445f-b629-77e6752d12da | About...
ab91ad5b-a221-457b-b0a7-04dec62342cb | 96897abe-7708-40af-b691-002366d5cacf | CODESYS Homepage...
ab91ad5b-a221-457b-b0a7-04dec62342cb | e44f7974-9393-45ed-8a51-8380331a4683 | Automation Alliance Homepage...
ab91ad5b-a221-457b-b0a7-04dec62342cb | 4c49ab7e-91a6-46ff-8bdb-72662497d2b8 | Enter The Next Level...
f5e1f8e5-8eb7-481a-aa37-562f7bc9c464 | 6c40286f-cfb5-414f-b204-04a8cc91f403 | Close editor
f5e1f8e5-8eb7-481a-aa37-562f7bc9c464 | 7053192d-1cfa-40ad-b4b2-6e838c362b6a | Close all editors
f5e1f8e5-8eb7-481a-aa37-562f7bc9c464 | e689224f-106c-4145-b788-b2f66ac66a20 | Close all editors but this
f5e1f8e5-8eb7-481a-aa37-562f7bc9c464 | 0172e873-4b9e-407e-8707-045498e24c3d | Close all editors of inactive applications
f5e1f8e5-8eb7-481a-aa37-562f7bc9c464 | 488224f9-d71a-47a6-8d7b-aa9116ab3b7a | Next Editor
f5e1f8e5-8eb7-481a-aa37-562f7bc9c464 | 5df425b5-cad5-4277-9613-fec44ae43f52 | Previous Editor
f5e1f8e5-8eb7-481a-aa37-562f7bc9c464 | 9561d563-8bf4-42f5-bcea-82dbab9f85fa | Windows...
f5e1f8e5-8eb7-481a-aa37-562f7bc9c464 | 7b061d57-120e-4897-b840-7e3251ec70a2 | Next Pane
f5e1f8e5-8eb7-481a-aa37-562f7bc9c464 | 1be534fc-2cba-43d3-a9a6-f925d9b6fe5c | Previous Pane
f5e1f8e5-8eb7-481a-aa37-562f7bc9c464 | 6123d86d-029c-402e-8a33-fc823e57d02b | New Horizontal Tab Group
f5e1f8e5-8eb7-481a-aa37-562f7bc9c464 | 53e779a9-4d53-4999-a7b8-e5a88a5a6b34 | New Vertical Tab Group
f5e1f8e5-8eb7-481a-aa37-562f7bc9c464 | 7fec924d-b521-4a4f-9d1a-07d23c774f33 | Float
f5e1f8e5-8eb7-481a-aa37-562f7bc9c464 | 09018b75-686e-4371-bf94-a4c6939fdff5 | Dock
f5e1f8e5-8eb7-481a-aa37-562f7bc9c464 | 51c48cf0-0e09-4533-aa10-502150eb4d9d | Auto Hide
f5e1f8e5-8eb7-481a-aa37-562f7bc9c464 | 2da43148-03ab-46bc-a4df-48dcc4c838f9 | 1   (Window 1)
f5e1f8e5-8eb7-481a-aa37-562f7bc9c464 | 5888f929-8a48-465a-89ac-c30e3d3aa095 | 2   (Window 2)
f5e1f8e5-8eb7-481a-aa37-562f7bc9c464 | 42c24446-d49a-4333-90fd-035bbc0e07ae | 3   (Window 3)
f5e1f8e5-8eb7-481a-aa37-562f7bc9c464 | 82c8af46-39b0-454d-a717-ca5225442809 | 4   (Window 4)
f5e1f8e5-8eb7-481a-aa37-562f7bc9c464 | fc7d0415-bfd8-4a33-8d27-b1b132836f09 | 5   (Window 5)
f5e1f8e5-8eb7-481a-aa37-562f7bc9c464 | ec945740-b20b-42c7-bb5a-5fc6850df60f | 6   (Window 6)
f5e1f8e5-8eb7-481a-aa37-562f7bc9c464 | 8581325c-3240-4c5e-9368-ae0b18dc6a4f | 7   (Window 7)
f5e1f8e5-8eb7-481a-aa37-562f7bc9c464 | e2067782-932d-4db2-8c06-c2283edfd1ee | 8   (Window 8)
f5e1f8e5-8eb7-481a-aa37-562f7bc9c464 | cfd7252f-7a73-4980-a75d-1cf80d9889f4 | 9   (Window 9)
f5e1f8e5-8eb7-481a-aa37-562f7bc9c464 | b3b523d5-cc57-45a4-ac2d-d1d2d640f1d9 | 10   (Window 10)
f5e1f8e5-8eb7-481a-aa37-562f7bc9c464 | 1ce18f41-c205-4cb3-a28d-0b8fc7a794ad | Reset Window Layout
f5e1f8e5-8eb7-481a-aa37-562f7bc9c464 | 40456f7f-b524-4d0b-a554-44504113965c | Select Object in Navigator
f5e1f8e5-8eb7-481a-aa37-562f7bc9c464 | 64f5ee05-fa53-4dd3-9f90-70b813442f4c | Select Parent Object in Navigator
f5e1f8e5-8eb7-481a-aa37-562f7bc9c464 | edc5891d-22c6-460f-9d58-6f7d30d5f928 | Toggle First Pane
f5e1f8e5-8eb7-481a-aa37-562f7bc9c464 | a43ebcfc-17a2-40c1-82b5-0cfeec258f4e | Toggle Second Pane
ab91ad5b-a221-457b-b0a7-04dec62342cb | 10bac8f5-2ad9-4ebb-b525-93003b1a4f40 | Show all commands
1ad19a5c-cc4a-400a-ba50-29328b8eefb8 | 73c3e5ee-5d7e-425f-880d-04934c7cb323 | Import and Export Options...
02abb186-7154-49dd-9b61-6357ac0d60ee | 72a2f7c2-a650-4feb-ada4-a8a9beff1291 | Edit Object (Offline)
8ddbe3c7-2966-4ba9-a27b-7db46265241d | ede62c94-9e06-4d0e-b713-01c9c66351eb | File download
8ddbe3c7-2966-4ba9-a27b-7db46265241d | b099ed07-d6d3-4e2b-aed2-bf15b59c2f35 | File upload
8ddbe3c7-2966-4ba9-a27b-7db46265241d | f112e292-5944-49c0-bf7f-e67658573eb9 | Connect to []
8ddbe3c7-2966-4ba9-a27b-7db46265241d | 99ff1305-c130-43dc-9fe6-ac5ecb436359 | Disconnect from []
8ddbe3c7-2966-4ba9-a27b-7db46265241d | cc9ad1e5-fe78-4dc6-a4be-b1991bf068ea | Download
8ddbe3c7-2966-4ba9-a27b-7db46265241d | fe09b175-5f71-413a-b5ed-253520184b64 | Multiple Download...
8ddbe3c7-2966-4ba9-a27b-7db46265241d | 515e05ec-aece-47d7-98a6-5c582ba392fb | Simulation
8ddbe3c7-2966-4ba9-a27b-7db46265241d | b74a8b9c-0335-4303-a2cc-27034ba12fb6 | Simulation
8ddbe3c7-2966-4ba9-a27b-7db46265241d | f6b049e7-6c27-4736-9a45-4cc93c3e8c9d | Online Change
8ddbe3c7-2966-4ba9-a27b-7db46265241d | c6fccd24-b0db-4eab-a4b4-c9068340fac2 | Online Change
8ddbe3c7-2966-4ba9-a27b-7db46265241d | c7a2dcea-d175-45b1-a85b-4d589bcdbcbe | Login
8ddbe3c7-2966-4ba9-a27b-7db46265241d | d796bf41-64f2-400d-bff7-6ac496ba2ffc | Login
8ddbe3c7-2966-4ba9-a27b-7db46265241d | cf46872e-7cf6-484e-acee-f8b9da763449 | Create boot application
8ddbe3c7-2966-4ba9-a27b-7db46265241d | ad6955d2-2713-4828-9d6c-1c0cf20abdbe | Logout
8ddbe3c7-2966-4ba9-a27b-7db46265241d | f3d51d16-1cd3-4c92-9d92-612482fe3f55 | Login all applications
8ddbe3c7-2966-4ba9-a27b-7db46265241d | a7d25c5b-4506-4263-941b-f28ba2740f92 | Logout all applications
8ddbe3c7-2966-4ba9-a27b-7db46265241d | da5d1e17-d842-422d-9aaf-71096ce816ab | Start all applications
8ddbe3c7-2966-4ba9-a27b-7db46265241d | 1fbe6d20-c5c1-4dc1-80a6-de5b384f0357 | Stop all applications
8ddbe3c7-2966-4ba9-a27b-7db46265241d | ec6352e2-715a-4349-8004-75b09fd3adc0 | Reset warm all applications
8ddbe3c7-2966-4ba9-a27b-7db46265241d | e43329ca-ce4d-4368-b345-733b89fa4557 | Reset cold all applications
8ddbe3c7-2966-4ba9-a27b-7db46265241d | b534bc77-e731-47a3-8a5e-93c57ed3e2a2 | Start
8ddbe3c7-2966-4ba9-a27b-7db46265241d | a8c25d44-4b83-4d05-8bcb-574e64eae4a1 | Start
8ddbe3c7-2966-4ba9-a27b-7db46265241d | 285207b7-3503-4338-9c8d-b73c42d99ee3 | Single Cycle
8ddbe3c7-2966-4ba9-a27b-7db46265241d | fd2ae898-05a5-478c-9b31-20c0c112cab1 | Stop
8ddbe3c7-2966-4ba9-a27b-7db46265241d | d8ee4c28-e09b-4ace-ad55-600a8a3c906f | Stop
8ddbe3c7-2966-4ba9-a27b-7db46265241d | d887b9d2-d1ed-4dd9-9aba-dd796ec80b4b | Reset warm
8ddbe3c7-2966-4ba9-a27b-7db46265241d | c25ccb8f-a743-4cbb-9ff9-697838f49e62 | Reset cold
8ddbe3c7-2966-4ba9-a27b-7db46265241d | ecc6fbeb-d37f-4171-887b-c07635bb6302 | Reset origin
8ddbe3c7-2966-4ba9-a27b-7db46265241d | ec20a2f0-fa6f-488d-8b1b-3fe5fafac6b5 | Reset origin device [<none>]
8ddbe3c7-2966-4ba9-a27b-7db46265241d | e7ee1ac1-2e71-4465-aa6b-3a808cd4d78d | Release Forcelist
8ddbe3c7-2966-4ba9-a27b-7db46265241d | 87cf633b-c70d-4e11-b40a-61bd7008fc78 | Logout
8ddbe3c7-2966-4ba9-a27b-7db46265241d | 5f5ed4ad-72e1-4d7c-b638-2dc19ecfa5bc | Binary
8ddbe3c7-2966-4ba9-a27b-7db46265241d | 6a2e1650-7459-4a0f-8e38-45ee2e80cd95 | Decimal
8ddbe3c7-2966-4ba9-a27b-7db46265241d | b8b0b06c-daf4-4fa8-9ec2-5826bd8e15c6 | Hexadecimal
8ddbe3c7-2966-4ba9-a27b-7db46265241d | 975591c7-7bc5-46ee-9b49-2940d6c13003 | Write values
8ddbe3c7-2966-4ba9-a27b-7db46265241d | dcea4a16-b0ea-476b-9e44-1eb7569ca360 | Write values to all online applications
8ddbe3c7-2966-4ba9-a27b-7db46265241d | dcda7402-d805-460d-ab87-48c4a3d31c37 | Force values
8ddbe3c7-2966-4ba9-a27b-7db46265241d | 92bd0446-3916-48cc-a50b-9e445ea4f21d | Force all values [selected application]
8ddbe3c7-2966-4ba9-a27b-7db46265241d | e0e61d96-c56d-4129-a041-8a9768426da7 | Write all values [selected application]
8ddbe3c7-2966-4ba9-a27b-7db46265241d | fcd3d68c-509a-4c36-8925-d9422c68c437 | Unforce all values [selected application]
8ddbe3c7-2966-4ba9-a27b-7db46265241d | 4344c8cf-1db3-4bf8-a609-6ac6f7c6aeaa | Force values to all online applications
8ddbe3c7-2966-4ba9-a27b-7db46265241d | e2427937-56d2-4699-a2e8-1007d9620ce4 | Unforce values 
8ddbe3c7-2966-4ba9-a27b-7db46265241d | 311e81c3-c31a-48f9-b48b-0f6b6ea99713 | Unforce all values on all online applications
8ddbe3c7-2966-4ba9-a27b-7db46265241d | 3e908575-08b7-4d45-a7e0-3a74a456c403 | Toggle Flow Control mode
8ddbe3c7-2966-4ba9-a27b-7db46265241d | 63406a8b-dd43-4fb3-8f16-c270c15f5558 | Stop execution on handled exceptions
8ddbe3c7-2966-4ba9-a27b-7db46265241d | ab1f8435-ce2e-4a75-af9e-26e3dfbd9e2c | Logoff current device user
8ddbe3c7-2966-4ba9-a27b-7db46265241d | 0de2be1f-b649-4b00-a3e9-aa1ac6209806 | Add device user...
8ddbe3c7-2966-4ba9-a27b-7db46265241d | 81fc1dbd-081a-4027-ae70-182c55192798 | Remove device user...
8ddbe3c7-2966-4ba9-a27b-7db46265241d | b2d833cc-c429-4305-8a62-4effeea604e5 | Change Password Device User...
8ddbe3c7-2966-4ba9-a27b-7db46265241d | f1957746-e8f9-43d4-91f0-5edd7c57e38e | Debug
8ddbe3c7-2966-4ba9-a27b-7db46265241d | c39db5b0-9e3e-463c-9fbe-ea760895a195 | Locked
8ddbe3c7-2966-4ba9-a27b-7db46265241d | 12434183-b7b6-4e9b-b754-81e2c13b2dd2 | Operational
8ddbe3c7-2966-4ba9-a27b-7db46265241d | b5b39990-da62-4568-9c64-d27a0c89680f | Wink
8ddbe3c7-2966-4ba9-a27b-7db46265241d | ec0de984-12e7-462c-b2f4-1dd7c5ac7537 | Delete application from device
00000000-0000-0000-0000-000000000000 | 6ff9ffdb-8572-4b73-96f3-9f9404d11bcf | Show details of offline code changes
8ddbe3c7-2966-4ba9-a27b-7db46265241d | 42545c70-5715-41de-b98d-cc3fec79f536 | Source download to connected device
8ddbe3c7-2966-4ba9-a27b-7db46265241d | 9904594c-7a74-4da7-9efb-1918cad98b3f | Source download...
8ddbe3c7-2966-4ba9-a27b-7db46265241d | 5637cd44-cb3d-4f7c-ba9a-80e81482cd7b | Source upload...
8ddbe3c7-2966-4ba9-a27b-7db46265241d | d0b4ff00-397f-48ac-82b6-2c2fd4b63579 | Open log page...
b8586cd8-c056-4b29-98bd-7ccc6ad80521 | ae97b6f4-dc9a-480e-aac8-6061e684f3c0 | Run static analysis
b8586cd8-c056-4b29-98bd-7ccc6ad80521 | 4a787366-a156-403a-803c-b2826128b709 | View standard metrics
8ddbe3c7-2966-4ba9-a27b-7db46265241d | e3e55eeb-4706-4834-a075-4bc2188c7313 | Update symbol configuration
5d307819-752a-4ea4-bcac-d96d23491133 | 7d20f8e2-a557-47ff-abab-70d417887ac3 | Package Manager...
737b5cab-ca01-49b1-b766-1c41d35645df | 237b4c62-b131-4961-b2dc-5574cd16584d | Add a new recipe
737b5cab-ca01-49b1-b766-1c41d35645df | 0be2aee7-875a-47b9-858f-62611d759911 | Remove recipe
737b5cab-ca01-49b1-b766-1c41d35645df | bfe30ca3-69e4-4181-809e-b2b584628b51 | Read Recipe
737b5cab-ca01-49b1-b766-1c41d35645df | 2c0ea133-3bf5-459c-a209-b227ea2d0675 | Write Recipe
737b5cab-ca01-49b1-b766-1c41d35645df | 6cc1e0eb-87fc-4b01-a7b5-504b10ba4145 | Load Recipe...
737b5cab-ca01-49b1-b766-1c41d35645df | 11513c0b-4303-46ac-aa82-4d1fc0e6423a | Save Recipe...
737b5cab-ca01-49b1-b766-1c41d35645df | 8daee6ac-3dff-452d-9601-c8f369702979 | Load and write Recipe...
737b5cab-ca01-49b1-b766-1c41d35645df | 370d5925-eb68-4491-9822-74c6fc685be4 | Read and save Recipe ...
737b5cab-ca01-49b1-b766-1c41d35645df | f3b0f291-8fb5-4790-b008-5fbaaf7049eb | Insert Variable
737b5cab-ca01-49b1-b766-1c41d35645df | 381acf35-b8ec-4fae-9cb7-b2346d0cb042 | Add to recipe definition
737b5cab-ca01-49b1-b766-1c41d35645df | d64adc74-f199-4eb8-b126-c4d453c7d673 | Upload recipes from device
737b5cab-ca01-49b1-b766-1c41d35645df | 714fa2c5-b677-45b2-85d8-3144aba5d531 | Update structured variables
737b5cab-ca01-49b1-b766-1c41d35645df | 09340be0-b3f1-4215-948f-ea57ae40298c | Add child
737b5cab-ca01-49b1-b766-1c41d35645df | ffab8ae9-5702-4169-822e-a5045f3b4e0a | Add sibling
737b5cab-ca01-49b1-b766-1c41d35645df | cd43ae46-1b40-4df0-a033-231619868692 | Add a variable
737b5cab-ca01-49b1-b766-1c41d35645df | ddf7742b-f688-48f5-99c6-3bc539440733 | Remove variables
61aca6d6-f298-47be-972e-99601e7e9410 | 18e1ec9d-b571-4cfb-9e3d-d94dd05b3f7f | Sync Config
9b02afe2-8120-4067-8d26-04a648a1e608 | 98f771a1-2f58-4923-afcb-f385ad179726 | Write settings
9b02afe2-8120-4067-8d26-04a648a1e608 | 60075872-eaaf-4a8a-81ea-fd6b07c92f3d | Read settings
9b02afe2-8120-4067-8d26-04a648a1e608 | f650dc12-df2f-407a-bca5-52c2ac549c40 | Switch to passive
9b02afe2-8120-4067-8d26-04a648a1e608 | 942f2075-e08c-4de6-b652-04964787131f | Switch to simulation
9b02afe2-8120-4067-8d26-04a648a1e608 | 9da0ad37-7598-445d-8f26-45e6452146dc | Synchronize
9b02afe2-8120-4067-8d26-04a648a1e608 | 70680993-7873-4a54-a149-53ec0d3b1f06 | Switch to standalone
9b02afe2-8120-4067-8d26-04a648a1e608 | 3ab9b46e-1191-43ef-8cb5-00c897c83bd2 | Switch to active
9b02afe2-8120-4067-8d26-04a648a1e608 | a128faa3-7fd6-4de9-ab26-e034ff8474b9 | Set active path plc 2
02abb186-7154-49dd-9b61-6357ac0d60ee | c03a1a6f-d66e-4bca-8866-e281f901cce6 | Add Object...
02abb186-7154-49dd-9b61-6357ac0d60ee | a960311a-5fd0-4db6-8368-bd1caf82e967 | Add Object
02abb186-7154-49dd-9b61-6357ac0d60ee | 42f6acb9-bd6e-42e7-94bb-6e2a03973b83 | Edit Object
02abb186-7154-49dd-9b61-6357ac0d60ee | 27d7527d-cfe3-485a-83b4-fa64b7b7a29e | Edit Object With...
02abb186-7154-49dd-9b61-6357ac0d60ee | 2b5ca59b-ba1d-457d-8f49-0016a3f0e4d7 | Export...
02abb186-7154-49dd-9b61-6357ac0d60ee | 97f08523-ff6e-4c15-a0c3-c0084fc5fe55 | Import...
02abb186-7154-49dd-9b61-6357ac0d60ee | 10d76368-2418-4935-b52e-4eea72cedbe8 | Import...
02abb186-7154-49dd-9b61-6357ac0d60ee | 7e8c3a96-bbf1-441a-b6a2-aa0a08954a76 | Set Active Application
42645d08-79c8-4c26-8194-d34a74605945 | 1a10a0d9-deee-4a5b-9460-8e7b8534bd44 | Add Step after
42645d08-79c8-4c26-8194-d34a74605945 | 9732ea69-46ec-47a9-807e-c952d98426f6 | Set Reference
42645d08-79c8-4c26-8194-d34a74605945 | 55f525eb-fa9b-402d-bbfb-47ce9394c46b | Show all References (Debug)
42645d08-79c8-4c26-8194-d34a74605945 | ad75e779-432d-442f-92c5-43077c17c7d6 | Add Step after closed Subsequences
42645d08-79c8-4c26-8194-d34a74605945 | 09b025b6-2bd0-4153-8f5b-affa3eda88fb | Add Comment
42645d08-79c8-4c26-8194-d34a74605945 | 4df7182d-b5a8-46aa-9452-e43f8838ea3f | Set Jump Reference
42645d08-79c8-4c26-8194-d34a74605945 | 4be620f9-7ed8-4b72-96a8-aa252c4c07a5 | Toggle Breakpoint
42645d08-79c8-4c26-8194-d34a74605945 | 511263bb-d091-40aa-b85d-3e97d17e84b6 | Active Breakpoints to Next Step
42645d08-79c8-4c26-8194-d34a74605945 | e4a50f87-08d7-45e5-ba05-d9b0800ae85e | Center View to Breakpoints
b0461969-9735-498f-b05d-4520385bede5 | 569a419b-0526-4edf-a1fb-951c50a978a1 | Update Referenced Pins
b0461969-9735-498f-b05d-4520385bede5 | 80a9336e-d2c1-4d25-b814-dc2fdaf9e53b | Reorder variables...
b0461969-9735-498f-b05d-4520385bede5 | eea6d3f9-7b35-4843-8d5b-911b5e6d2dab | Rename ''...
b0461969-9735-498f-b05d-4520385bede5 | fa5b07c7-638a-4b09-b56c-bd0f8d1d8741 | Remove ''...
b0461969-9735-498f-b05d-4520385bede5 | 541c9eec-d74b-4cb7-b311-0093247ca835 | Add variable...
02abb186-7154-49dd-9b61-6357ac0d60ee | 33a0dd76-f43a-4e2c-bbc6-113810643a0a | Implement interfaces...
7550cc92-8a35-4635-a6a8-7b1882215928 | 92d4ebf6-b699-42ee-ac5e-3c533024eb69 | POUs
7550cc92-8a35-4635-a6a8-7b1882215928 | 954125ec-3a22-4054-84fb-10609b9f1f5c | Devices
7550cc92-8a35-4635-a6a8-7b1882215928 | 321f5799-b306-4556-b7b7-dca9429a0436 | Visualizations
